TimeRange	Country	Average	Count	P90	P95	Histogram
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Kazakhstan	6069.837735849057	265	15220	18939	0-288.62:6;288.62-577.24:8;577.24-865.86:10;865.86-1154.48:4;1154.48-1443.1:19;1443.1-1731.72:25;1731.72-2020.34:12;2020.34-2308.96:5;2308.96-2597.58:10;2597.58-2886.2:7;2886.2-3174.82:9;3174.82-3463.44:11;3463.44-3752.06:11;3752.06-4040.68:3;4040.68-4329.3:11;4329.3-4617.92:4;4617.92-4906.54:6;4906.54-5195.16:8;5195.16-5483.78:2;5483.78-5772.4:2;5772.4-6061.02:3;6061.02-6349.64:2;6349.64-6638.26:5;6638.26-6926.88:5;6926.88-7215.5:2;7215.5-7504.12:3;7504.12-7792.74:3;7792.74-8081.36:1;8081.36-8369.98:5;8369.98-8658.6:0;8658.6-8947.22:3;8947.22-9235.84:2;9235.84-9524.46:2;9524.46-9813.08:1;9813.08-10101.7:4;10101.7-10390.32:3;10390.32-10678.94:2;10678.94-10967.56:0;10967.56-11256.18:2;11256.18-11544.8:1;11544.8-11833.42:3;11833.42-12122.04:1;12122.04-12410.66:1;12410.66-12699.28:0;12699.28-12987.9:3;12987.9-13276.52:1;13276.52-13565.14:0;13565.14-13853.76:1;13853.76-14142.38:1;14142.38-14431:2;14431-14719.62:0;14719.62-15008.24:2;15008.24-15296.86:2;15296.86-15585.48:2;15585.48-15874.1:0;15874.1-16162.72:2;16162.72-16451.34:0;16451.34-16739.96:0;16739.96-17028.58:1;17028.58-17317.2:1;17317.2-17605.82:1;17605.82-17894.44:0;17894.44-18183.06:2;18183.06-18471.68:1;18471.68-18760.3:2;18760.3-19048.92:1;19048.92-19337.54:0;19337.54-19626.16:2;19626.16-19914.78:0;19914.78-20203.4:2;20203.4-20492.02:0;20492.02-20780.64:0;20780.64-21069.26:0;21069.26-21357.88:0;21357.88-21646.5:1;21646.5-21935.12:1;21935.12-22223.74:1;22223.74-22512.36:0;22512.36-22800.98:0;22800.98-23089.6:0;23089.6-23378.22:1;23378.22-23666.84:0;23666.84-23955.46:1;23955.46-24244.08:0;24244.08-24532.7:0;24532.7-24821.32:0;24821.32-25109.94:0;25109.94-25398.56:0;25398.56-25687.18:0;25687.18-25975.8:0;25975.8-26264.42:0;26264.42-26553.04:0;26553.04-26841.66:1;26841.66-27130.28:1;27130.28-27418.9:0;27418.9-27707.52:1;27707.52-27996.14:0;27996.14-28284.76:0;28284.76-28573.38:0;28573.38-28862:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Kenya	8122.0862422997943	487	18460	22886	0-296.74:14;296.74-593.48:11;593.48-890.22:9;890.22-1186.96:3;1186.96-1483.7:5;1483.7-1780.44:12;1780.44-2077.18:9;2077.18-2373.92:19;2373.92-2670.66:15;2670.66-2967.4:25;2967.4-3264.14:13;3264.14-3560.88:14;3560.88-3857.62:15;3857.62-4154.36:19;4154.36-4451.1:9;4451.1-4747.84:12;4747.84-5044.58:12;5044.58-5341.32:15;5341.32-5638.06:9;5638.06-5934.8:9;5934.8-6231.54:12;6231.54-6528.28:12;6528.28-6825.02:10;6825.02-7121.76:2;7121.76-7418.5:6;7418.5-7715.24:9;7715.24-8011.98:9;8011.98-8308.72:8;8308.72-8605.46:5;8605.46-8902.2:6;8902.2-9198.94:4;9198.94-9495.68:6;9495.68-9792.42:8;9792.42-10089.16:2;10089.16-10385.9:1;10385.9-10682.64:6;10682.64-10979.38:3;10979.38-11276.12:6;11276.12-11572.86:5;11572.86-11869.6:0;11869.6-12166.34:2;12166.34-12463.08:4;12463.08-12759.82:5;12759.82-13056.56:5;13056.56-13353.3:2;13353.3-13650.04:5;13650.04-13946.78:5;13946.78-14243.52:1;14243.52-14540.26:3;14540.26-14837:8;14837-15133.74:2;15133.74-15430.48:3;15430.48-15727.22:8;15727.22-16023.96:2;16023.96-16320.7:2;16320.7-16617.44:2;16617.44-16914.18:2;16914.18-17210.92:3;17210.92-17507.66:2;17507.66-17804.4:2;17804.4-18101.14:1;18101.14-18397.88:1;18397.88-18694.62:2;18694.62-18991.36:0;18991.36-19288.1:1;19288.1-19584.84:1;19584.84-19881.58:1;19881.58-20178.32:1;20178.32-20475.06:3;20475.06-20771.8:2;20771.8-21068.54:0;21068.54-21365.28:2;21365.28-21662.02:2;21662.02-21958.76:3;21958.76-22255.5:1;22255.5-22552.24:2;22552.24-22848.98:3;22848.98-23145.72:1;23145.72-23442.46:0;23442.46-23739.2:0;23739.2-24035.94:2;24035.94-24332.68:1;24332.68-24629.42:3;24629.42-24926.16:0;24926.16-25222.9:1;25222.9-25519.64:0;25519.64-25816.38:1;25816.38-26113.12:1;26113.12-26409.86:1;26409.86-26706.6:4;26706.6-27003.34:2;27003.34-27300.08:2;27300.08-27596.82:1;27596.82-27893.56:0;27893.56-28190.3:1;28190.3-28487.04:1;28487.04-28783.78:0;28783.78-29080.52:0;29080.52-29377.26:0;29377.26-29674:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Korea, Republic of	2030.35	1500	4167	5527	0-235.09:127;235.09-470.18:94;470.18-705.27:42;705.27-940.36:200;940.36-1175.45:186;1175.45-1410.54:147;1410.54-1645.63:113;1645.63-1880.72:77;1880.72-2115.81:69;2115.81-2350.9:64;2350.9-2585.99:43;2585.99-2821.08:45;2821.08-3056.17:28;3056.17-3291.26:28;3291.26-3526.35:21;3526.35-3761.44:25;3761.44-3996.53:28;3996.53-4231.62:24;4231.62-4466.71:13;4466.71-4701.8:17;4701.8-4936.89:11;4936.89-5171.98:9;5171.98-5407.07:10;5407.07-5642.16:14;5642.16-5877.25:6;5877.25-6112.34:2;6112.34-6347.43:4;6347.43-6582.52:5;6582.52-6817.61:8;6817.61-7052.7:1;7052.7-7287.79:5;7287.79-7522.88:3;7522.88-7757.97:3;7757.97-7993.06:2;7993.06-8228.15:4;8228.15-8463.24:0;8463.24-8698.33:1;8698.33-8933.42:1;8933.42-9168.51:4;9168.51-9403.6:0;9403.6-9638.69:1;9638.69-9873.78:0;9873.78-10108.87:1;10108.87-10343.96:0;10343.96-10579.05:1;10579.05-10814.14:0;10814.14-11049.23:0;11049.23-11284.32:2;11284.32-11519.41:0;11519.41-11754.5:2;11754.5-11989.59:0;11989.59-12224.68:0;12224.68-12459.77:0;12459.77-12694.86:1;12694.86-12929.95:0;12929.95-13165.04:0;13165.04-13400.13:0;13400.13-13635.22:0;13635.22-13870.31:0;13870.31-14105.4:1;14105.4-14340.49:1;14340.49-14575.58:0;14575.58-14810.67:0;14810.67-15045.76:1;15045.76-15280.85:0;15280.85-15515.94:0;15515.94-15751.03:0;15751.03-15986.12:0;15986.12-16221.21:0;16221.21-16456.3:1;16456.3-16691.39:2;16691.39-16926.48:0;16926.48-17161.57:0;17161.57-17396.66:0;17396.66-17631.75:0;17631.75-17866.84:1;17866.84-18101.93:0;18101.93-18337.02:0;18337.02-18572.11:0;18572.11-18807.2:0;18807.2-19042.29:0;19042.29-19277.38:0;19277.38-19512.47:0;19512.47-19747.56:0;19747.56-19982.65:0;19982.65-20217.74:0;20217.74-20452.83:0;20452.83-20687.92:0;20687.92-20923.01:0;20923.01-21158.1:0;21158.1-21393.19:0;21393.19-21628.28:0;21628.28-21863.37:0;21863.37-22098.46:0;22098.46-22333.55:0;22333.55-22568.64:0;22568.64-22803.73:0;22803.73-23038.82:0;23038.82-23273.91:0;23273.91-23509:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Kuwait	6066.701960784314	255	14699	19053	0-287.36:7;287.36-574.72:14;574.72-862.08:4;862.08-1149.44:4;1149.44-1436.8:2;1436.8-1724.16:13;1724.16-2011.52:16;2011.52-2298.88:11;2298.88-2586.24:16;2586.24-2873.6:8;2873.6-3160.96:10;3160.96-3448.32:7;3448.32-3735.68:10;3735.68-4023.04:3;4023.04-4310.4:4;4310.4-4597.76:13;4597.76-4885.12:10;4885.12-5172.48:8;5172.48-5459.84:3;5459.84-5747.2:3;5747.2-6034.56:5;6034.56-6321.92:5;6321.92-6609.28:4;6609.28-6896.64:6;6896.64-7184:0;7184-7471.36:2;7471.36-7758.72:1;7758.72-8046.08:7;8046.08-8333.44:0;8333.44-8620.8:2;8620.8-8908.16:5;8908.16-9195.52:1;9195.52-9482.88:1;9482.88-9770.24:5;9770.24-10057.6:3;10057.6-10344.96:1;10344.96-10632.32:1;10632.32-10919.68:1;10919.68-11207.04:0;11207.04-11494.4:0;11494.4-11781.76:0;11781.76-12069.12:4;12069.12-12356.48:0;12356.48-12643.84:1;12643.84-12931.2:1;12931.2-13218.56:0;13218.56-13505.92:3;13505.92-13793.28:1;13793.28-14080.64:1;14080.64-14368:1;14368-14655.36:2;14655.36-14942.72:0;14942.72-15230.08:0;15230.08-15517.44:1;15517.44-15804.8:1;15804.8-16092.16:4;16092.16-16379.52:1;16379.52-16666.88:0;16666.88-16954.24:0;16954.24-17241.6:3;17241.6-17528.96:0;17528.96-17816.32:2;17816.32-18103.68:0;18103.68-18391.04:0;18391.04-18678.4:0;18678.4-18965.76:0;18965.76-19253.12:1;19253.12-19540.48:0;19540.48-19827.84:0;19827.84-20115.2:0;20115.2-20402.56:0;20402.56-20689.92:1;20689.92-20977.28:2;20977.28-21264.64:0;21264.64-21552:0;21552-21839.36:1;21839.36-22126.72:1;22126.72-22414.08:0;22414.08-22701.44:0;22701.44-22988.8:1;22988.8-23276.16:1;23276.16-23563.52:0;23563.52-23850.88:0;23850.88-24138.24:0;24138.24-24425.6:0;24425.6-24712.96:0;24712.96-25000.32:0;25000.32-25287.68:0;25287.68-25575.04:2;25575.04-25862.4:1;25862.4-26149.76:1;26149.76-26437.12:0;26437.12-26724.48:0;26724.48-27011.84:0;27011.84-27299.2:0;27299.2-27586.56:0;27586.56-27873.92:0;27873.92-28161.28:0;28161.28-28448.64:0;28448.64-28736:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Kyrgyzstan	5020.3658536585363	41	10299	14279	0-239.2:2;239.2-478.4:0;478.4-717.6:3;717.6-956.8:5;956.8-1196:2;1196-1435.2:2;1435.2-1674.4:0;1674.4-1913.6:2;1913.6-2152.8:1;2152.8-2392:1;2392-2631.2:1;2631.2-2870.4:1;2870.4-3109.6:2;3109.6-3348.8:0;3348.8-3588:0;3588-3827.2:2;3827.2-4066.4:0;4066.4-4305.6:2;4305.6-4544.8:0;4544.8-4784:1;4784-5023.2:0;5023.2-5262.4:1;5262.4-5501.6:0;5501.6-5740.8:0;5740.8-5980:2;5980-6219.2:0;6219.2-6458.4:2;6458.4-6697.6:1;6697.6-6936.8:0;6936.8-7176:0;7176-7415.2:0;7415.2-7654.4:0;7654.4-7893.6:0;7893.6-8132.8:1;8132.8-8372:0;8372-8611.2:1;8611.2-8850.4:0;8850.4-9089.6:1;9089.6-9328.8:0;9328.8-9568:0;9568-9807.2:1;9807.2-10046.4:1;10046.4-10285.6:0;10285.6-10524.8:0;10524.8-10764:0;10764-11003.2:0;11003.2-11242.4:0;11242.4-11481.6:0;11481.6-11720.8:0;11720.8-11960:0;11960-12199.2:0;12199.2-12438.4:0;12438.4-12677.6:0;12677.6-12916.8:0;12916.8-13156:0;13156-13395.2:0;13395.2-13634.4:0;13634.4-13873.6:1;13873.6-14112.8:0;14112.8-14352:0;14352-14591.2:0;14591.2-14830.4:0;14830.4-15069.6:0;15069.6-15308.8:0;15308.8-15548:0;15548-15787.2:1;15787.2-16026.4:0;16026.4-16265.6:0;16265.6-16504.8:0;16504.8-16744:0;16744-16983.2:0;16983.2-17222.4:0;17222.4-17461.6:0;17461.6-17700.8:0;17700.8-17940:0;17940-18179.2:0;18179.2-18418.4:0;18418.4-18657.6:0;18657.6-18896.8:0;18896.8-19136:0;19136-19375.2:0;19375.2-19614.4:0;19614.4-19853.6:0;19853.6-20092.8:0;20092.8-20332:0;20332-20571.2:0;20571.2-20810.4:0;20810.4-21049.6:0;21049.6-21288.8:0;21288.8-21528:0;21528-21767.2:0;21767.2-22006.4:0;22006.4-22245.6:0;22245.6-22484.8:0;22484.8-22724:0;22724-22963.2:0;22963.2-23202.4:0;23202.4-23441.6:0;23441.6-23680.8:0;23680.8-23920:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Lao People's Democratic Republic	5460.4	5	19958	19958	0-193.59:1;193.59-387.18:0;387.18-580.77:0;580.77-774.36:0;774.36-967.95:0;967.95-1161.54:1;1161.54-1355.13:0;1355.13-1548.72:0;1548.72-1742.31:1;1742.31-1935.9:0;1935.9-2129.49:0;2129.49-2323.08:1;2323.08-2516.67:0;2516.67-2710.26:0;2710.26-2903.85:0;2903.85-3097.44:0;3097.44-3291.03:0;3291.03-3484.62:0;3484.62-3678.21:0;3678.21-3871.8:0;3871.8-4065.39:0;4065.39-4258.98:0;4258.98-4452.57:0;4452.57-4646.16:0;4646.16-4839.75:0;4839.75-5033.34:0;5033.34-5226.93:0;5226.93-5420.52:0;5420.52-5614.11:0;5614.11-5807.7:0;5807.7-6001.29:0;6001.29-6194.88:0;6194.88-6388.47:0;6388.47-6582.06:0;6582.06-6775.65:0;6775.65-6969.24:0;6969.24-7162.83:0;7162.83-7356.42:0;7356.42-7550.01:0;7550.01-7743.6:0;7743.6-7937.19:0;7937.19-8130.78:0;8130.78-8324.37:0;8324.37-8517.96:0;8517.96-8711.55:0;8711.55-8905.14:0;8905.14-9098.73:0;9098.73-9292.32:0;9292.32-9485.91:0;9485.91-9679.5:0;9679.5-9873.09:0;9873.09-10066.68:0;10066.68-10260.27:0;10260.27-10453.86:0;10453.86-10647.45:0;10647.45-10841.04:0;10841.04-11034.63:0;11034.63-11228.22:0;11228.22-11421.81:0;11421.81-11615.4:0;11615.4-11808.99:0;11808.99-12002.58:0;12002.58-12196.17:0;12196.17-12389.76:0;12389.76-12583.35:0;12583.35-12776.94:0;12776.94-12970.53:0;12970.53-13164.12:0;13164.12-13357.71:0;13357.71-13551.3:0;13551.3-13744.89:0;13744.89-13938.48:0;13938.48-14132.07:0;14132.07-14325.66:0;14325.66-14519.25:0;14519.25-14712.84:0;14712.84-14906.43:0;14906.43-15100.02:0;15100.02-15293.61:0;15293.61-15487.2:0;15487.2-15680.79:0;15680.79-15874.38:0;15874.38-16067.97:0;16067.97-16261.56:0;16261.56-16455.15:0;16455.15-16648.74:0;16648.74-16842.33:0;16842.33-17035.92:0;17035.92-17229.51:0;17229.51-17423.1:0;17423.1-17616.69:0;17616.69-17810.28:0;17810.28-18003.87:0;18003.87-18197.46:0;18197.46-18391.05:0;18391.05-18584.64:0;18584.64-18778.23:0;18778.23-18971.82:0;18971.82-19165.41:0;19165.41-19359:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Latvia	3607.3733905579397	932	7133	11566	0-284.27:24;284.27-568.54:22;568.54-852.81:5;852.81-1137.08:42;1137.08-1421.35:93;1421.35-1705.62:111;1705.62-1989.89:87;1989.89-2274.16:59;2274.16-2558.43:59;2558.43-2842.7:50;2842.7-3126.97:52;3126.97-3411.24:37;3411.24-3695.51:34;3695.51-3979.78:38;3979.78-4264.05:20;4264.05-4548.32:16;4548.32-4832.59:12;4832.59-5116.86:15;5116.86-5401.13:10;5401.13-5685.4:13;5685.4-5969.67:6;5969.67-6253.94:8;6253.94-6538.21:9;6538.21-6822.48:10;6822.48-7106.75:7;7106.75-7391.02:3;7391.02-7675.29:8;7675.29-7959.56:2;7959.56-8243.83:2;8243.83-8528.1:4;8528.1-8812.37:4;8812.37-9096.64:2;9096.64-9380.91:5;9380.91-9665.18:4;9665.18-9949.45:2;9949.45-10233.72:3;10233.72-10517.99:2;10517.99-10802.26:2;10802.26-11086.53:1;11086.53-11370.8:0;11370.8-11655.07:8;11655.07-11939.34:1;11939.34-12223.61:2;12223.61-12507.88:4;12507.88-12792.15:0;12792.15-13076.42:1;13076.42-13360.69:2;13360.69-13644.96:2;13644.96-13929.23:2;13929.23-14213.5:0;14213.5-14497.77:0;14497.77-14782.04:4;14782.04-15066.31:1;15066.31-15350.58:3;15350.58-15634.85:0;15634.85-15919.12:1;15919.12-16203.39:0;16203.39-16487.66:1;16487.66-16771.93:0;16771.93-17056.2:2;17056.2-17340.47:0;17340.47-17624.74:0;17624.74-17909.01:0;17909.01-18193.28:0;18193.28-18477.55:3;18477.55-18761.82:0;18761.82-19046.09:0;19046.09-19330.36:0;19330.36-19614.63:2;19614.63-19898.9:2;19898.9-20183.17:0;20183.17-20467.44:0;20467.44-20751.71:0;20751.71-21035.98:0;21035.98-21320.25:0;21320.25-21604.52:1;21604.52-21888.79:0;21888.79-22173.06:1;22173.06-22457.33:0;22457.33-22741.6:0;22741.6-23025.87:0;23025.87-23310.14:0;23310.14-23594.41:0;23594.41-23878.68:0;23878.68-24162.95:0;24162.95-24447.22:1;24447.22-24731.49:1;24731.49-25015.76:0;25015.76-25300.03:1;25300.03-25584.3:0;25584.3-25868.57:1;25868.57-26152.84:0;26152.84-26437.11:0;26437.11-26721.38:0;26721.38-27005.65:0;27005.65-27289.92:0;27289.92-27574.19:1;27574.19-27858.46:0;27858.46-28142.73:0;28142.73-28427:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Lebanon	5840.0694444444443	216	13964	18797	0-282.27:4;282.27-564.54:4;564.54-846.81:4;846.81-1129.08:1;1129.08-1411.35:16;1411.35-1693.62:11;1693.62-1975.89:16;1975.89-2258.16:6;2258.16-2540.43:15;2540.43-2822.7:9;2822.7-3104.97:6;3104.97-3387.24:11;3387.24-3669.51:7;3669.51-3951.78:6;3951.78-4234.05:8;4234.05-4516.32:5;4516.32-4798.59:7;4798.59-5080.86:6;5080.86-5363.13:4;5363.13-5645.4:1;5645.4-5927.67:2;5927.67-6209.94:2;6209.94-6492.21:5;6492.21-6774.48:3;6774.48-7056.75:1;7056.75-7339.02:3;7339.02-7621.29:3;7621.29-7903.56:1;7903.56-8185.83:2;8185.83-8468.1:1;8468.1-8750.37:1;8750.37-9032.64:1;9032.64-9314.91:1;9314.91-9597.18:1;9597.18-9879.45:0;9879.45-10161.72:1;10161.72-10443.99:3;10443.99-10726.26:3;10726.26-11008.53:0;11008.53-11290.8:3;11290.8-11573.07:3;11573.07-11855.34:1;11855.34-12137.61:2;12137.61-12419.88:1;12419.88-12702.15:1;12702.15-12984.42:0;12984.42-13266.69:0;13266.69-13548.96:0;13548.96-13831.23:2;13831.23-14113.5:1;14113.5-14395.77:2;14395.77-14678.04:0;14678.04-14960.31:0;14960.31-15242.58:1;15242.58-15524.85:1;15524.85-15807.12:0;15807.12-16089.39:1;16089.39-16371.66:1;16371.66-16653.93:1;16653.93-16936.2:0;16936.2-17218.47:0;17218.47-17500.74:0;17500.74-17783.01:1;17783.01-18065.28:0;18065.28-18347.55:0;18347.55-18629.82:2;18629.82-18912.09:1;18912.09-19194.36:0;19194.36-19476.63:1;19476.63-19758.9:0;19758.9-20041.17:0;20041.17-20323.44:1;20323.44-20605.71:0;20605.71-20887.98:0;20887.98-21170.25:1;21170.25-21452.52:0;21452.52-21734.79:1;21734.79-22017.06:0;22017.06-22299.33:0;22299.33-22581.6:1;22581.6-22863.87:0;22863.87-23146.14:0;23146.14-23428.41:0;23428.41-23710.68:1;23710.68-23992.95:0;23992.95-24275.22:0;24275.22-24557.49:0;24557.49-24839.76:0;24839.76-25122.03:0;25122.03-25404.3:0;25404.3-25686.57:0;25686.57-25968.84:1;25968.84-26251.11:0;26251.11-26533.38:0;26533.38-26815.65:0;26815.65-27097.92:0;27097.92-27380.19:0;27380.19-27662.46:1;27662.46-27944.73:0;27944.73-28227:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Lesotho	6563.333333333333	24	15640	16394	0-291.89:2;291.89-583.78:0;583.78-875.67:1;875.67-1167.56:2;1167.56-1459.45:2;1459.45-1751.34:1;1751.34-2043.23:0;2043.23-2335.12:0;2335.12-2627.01:0;2627.01-2918.9:2;2918.9-3210.79:0;3210.79-3502.68:0;3502.68-3794.57:3;3794.57-4086.46:0;4086.46-4378.35:0;4378.35-4670.24:0;4670.24-4962.13:0;4962.13-5254.02:0;5254.02-5545.91:0;5545.91-5837.8:0;5837.8-6129.69:1;6129.69-6421.58:1;6421.58-6713.47:1;6713.47-7005.36:0;7005.36-7297.25:0;7297.25-7589.14:1;7589.14-7881.03:0;7881.03-8172.92:0;8172.92-8464.81:0;8464.81-8756.7:0;8756.7-9048.59:0;9048.59-9340.48:1;9340.48-9632.37:0;9632.37-9924.26:0;9924.26-10216.15:1;10216.15-10508.04:0;10508.04-10799.93:0;10799.93-11091.82:0;11091.82-11383.71:0;11383.71-11675.6:1;11675.6-11967.49:0;11967.49-12259.38:0;12259.38-12551.27:0;12551.27-12843.16:0;12843.16-13135.05:0;13135.05-13426.94:0;13426.94-13718.83:0;13718.83-14010.72:1;14010.72-14302.61:0;14302.61-14594.5:0;14594.5-14886.39:0;14886.39-15178.28:0;15178.28-15470.17:0;15470.17-15762.06:1;15762.06-16053.95:0;16053.95-16345.84:1;16345.84-16637.73:0;16637.73-16929.62:0;16929.62-17221.51:0;17221.51-17513.4:0;17513.4-17805.29:0;17805.29-18097.18:0;18097.18-18389.07:0;18389.07-18680.96:0;18680.96-18972.85:0;18972.85-19264.74:0;19264.74-19556.63:0;19556.63-19848.52:0;19848.52-20140.41:0;20140.41-20432.3:0;20432.3-20724.19:0;20724.19-21016.08:0;21016.08-21307.97:0;21307.97-21599.86:0;21599.86-21891.75:0;21891.75-22183.64:0;22183.64-22475.53:0;22475.53-22767.42:0;22767.42-23059.31:0;23059.31-23351.2:0;23351.2-23643.09:0;23643.09-23934.98:0;23934.98-24226.87:0;24226.87-24518.76:0;24518.76-24810.65:0;24810.65-25102.54:0;25102.54-25394.43:0;25394.43-25686.32:0;25686.32-25978.21:0;25978.21-26270.1:0;26270.1-26561.99:0;26561.99-26853.88:0;26853.88-27145.77:0;27145.77-27437.66:0;27437.66-27729.55:0;27729.55-28021.44:0;28021.44-28313.33:0;28313.33-28605.22:0;28605.22-28897.11:0;28897.11-29189:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Liberia	9824.8888888888887	9	29469	29469	0-269.95:2;269.95-539.9:0;539.9-809.85:0;809.85-1079.8:0;1079.8-1349.75:0;1349.75-1619.7:0;1619.7-1889.65:0;1889.65-2159.6:1;2159.6-2429.55:0;2429.55-2699.5:0;2699.5-2969.45:0;2969.45-3239.4:0;3239.4-3509.35:0;3509.35-3779.3:0;3779.3-4049.25:0;4049.25-4319.2:0;4319.2-4589.15:0;4589.15-4859.1:1;4859.1-5129.05:0;5129.05-5399:0;5399-5668.95:1;5668.95-5938.9:0;5938.9-6208.85:0;6208.85-6478.8:1;6478.8-6748.75:0;6748.75-7018.7:0;7018.7-7288.65:0;7288.65-7558.6:1;7558.6-7828.55:0;7828.55-8098.5:0;8098.5-8368.45:0;8368.45-8638.4:0;8638.4-8908.35:0;8908.35-9178.3:0;9178.3-9448.25:0;9448.25-9718.2:0;9718.2-9988.15:0;9988.15-10258.1:0;10258.1-10528.05:0;10528.05-10798:0;10798-11067.95:0;11067.95-11337.9:0;11337.9-11607.85:0;11607.85-11877.8:0;11877.8-12147.75:0;12147.75-12417.7:0;12417.7-12687.65:0;12687.65-12957.6:1;12957.6-13227.55:0;13227.55-13497.5:0;13497.5-13767.45:0;13767.45-14037.4:0;14037.4-14307.35:0;14307.35-14577.3:0;14577.3-14847.25:0;14847.25-15117.2:0;15117.2-15387.15:0;15387.15-15657.1:0;15657.1-15927.05:0;15927.05-16197:0;16197-16466.95:0;16466.95-16736.9:0;16736.9-17006.85:0;17006.85-17276.8:0;17276.8-17546.75:0;17546.75-17816.7:0;17816.7-18086.65:0;18086.65-18356.6:0;18356.6-18626.55:0;18626.55-18896.5:0;18896.5-19166.45:0;19166.45-19436.4:0;19436.4-19706.35:0;19706.35-19976.3:0;19976.3-20246.25:0;20246.25-20516.2:0;20516.2-20786.15:0;20786.15-21056.1:0;21056.1-21326.05:0;21326.05-21596:0;21596-21865.95:0;21865.95-22135.9:0;22135.9-22405.85:0;22405.85-22675.8:0;22675.8-22945.75:0;22945.75-23215.7:0;23215.7-23485.65:0;23485.65-23755.6:0;23755.6-24025.55:0;24025.55-24295.5:0;24295.5-24565.45:0;24565.45-24835.4:0;24835.4-25105.35:0;25105.35-25375.3:0;25375.3-25645.25:0;25645.25-25915.2:0;25915.2-26185.15:0;26185.15-26455.1:0;26455.1-26725.05:0;26725.05-26995:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Libya	5237.291666666667	144	13304	18281	0-289.72:3;289.72-579.44:0;579.44-869.16:0;869.16-1158.88:0;1158.88-1448.6:6;1448.6-1738.32:15;1738.32-2028.04:24;2028.04-2317.76:7;2317.76-2607.48:9;2607.48-2897.2:4;2897.2-3186.92:9;3186.92-3476.64:6;3476.64-3766.36:8;3766.36-4056.08:2;4056.08-4345.8:4;4345.8-4635.52:3;4635.52-4925.24:7;4925.24-5214.96:1;5214.96-5504.68:0;5504.68-5794.4:0;5794.4-6084.12:1;6084.12-6373.84:3;6373.84-6663.56:1;6663.56-6953.28:3;6953.28-7243:0;7243-7532.72:0;7532.72-7822.44:1;7822.44-8112.16:2;8112.16-8401.88:0;8401.88-8691.6:3;8691.6-8981.32:0;8981.32-9271.04:1;9271.04-9560.76:1;9560.76-9850.48:1;9850.48-10140.2:1;10140.2-10429.92:0;10429.92-10719.64:1;10719.64-11009.36:0;11009.36-11299.08:0;11299.08-11588.8:0;11588.8-11878.52:1;11878.52-12168.24:1;12168.24-12457.96:0;12457.96-12747.68:0;12747.68-13037.4:0;13037.4-13327.12:4;13327.12-13616.84:1;13616.84-13906.56:0;13906.56-14196.28:0;14196.28-14486:0;14486-14775.72:0;14775.72-15065.44:0;15065.44-15355.16:1;15355.16-15644.88:0;15644.88-15934.6:0;15934.6-16224.32:0;16224.32-16514.04:0;16514.04-16803.76:0;16803.76-17093.48:0;17093.48-17383.2:0;17383.2-17672.92:1;17672.92-17962.64:0;17962.64-18252.36:2;18252.36-18542.08:0;18542.08-18831.8:0;18831.8-19121.52:0;19121.52-19411.24:0;19411.24-19700.96:1;19700.96-19990.68:0;19990.68-20280.4:0;20280.4-20570.12:0;20570.12-20859.84:0;20859.84-21149.56:0;21149.56-21439.28:0;21439.28-21729:1;21729-22018.72:0;22018.72-22308.44:0;22308.44-22598.16:0;22598.16-22887.88:0;22887.88-23177.6:0;23177.6-23467.32:0;23467.32-23757.04:0;23757.04-24046.76:0;24046.76-24336.48:0;24336.48-24626.2:0;24626.2-24915.92:0;24915.92-25205.64:0;25205.64-25495.36:0;25495.36-25785.08:0;25785.08-26074.8:0;26074.8-26364.52:0;26364.52-26654.24:0;26654.24-26943.96:0;26943.96-27233.68:1;27233.68-27523.4:0;27523.4-27813.12:0;27813.12-28102.84:0;28102.84-28392.56:1;28392.56-28682.28:0;28682.28-28972:2
