TimeRange	Country	Average	Count	P90	P95	Histogram
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Liechtenstein	1990.5777777777778	45	2756	8832	0-119.49:3;119.49-238.98:1;238.98-358.47:2;358.47-477.96:1;477.96-597.45:0;597.45-716.94:3;716.94-836.43:0;836.43-955.92:5;955.92-1075.41:3;1075.41-1194.9:3;1194.9-1314.39:7;1314.39-1433.88:3;1433.88-1553.37:2;1553.37-1672.86:3;1672.86-1792.35:1;1792.35-1911.84:0;1911.84-2031.33:0;2031.33-2150.82:0;2150.82-2270.31:1;2270.31-2389.8:1;2389.8-2509.29:0;2509.29-2628.78:2;2628.78-2748.27:0;2748.27-2867.76:0;2867.76-2987.25:0;2987.25-3106.74:0;3106.74-3226.23:0;3226.23-3345.72:0;3345.72-3465.21:0;3465.21-3584.7:0;3584.7-3704.19:0;3704.19-3823.68:0;3823.68-3943.17:0;3943.17-4062.66:0;4062.66-4182.15:0;4182.15-4301.64:0;4301.64-4421.13:0;4421.13-4540.62:0;4540.62-4660.11:0;4660.11-4779.6:0;4779.6-4899.09:0;4899.09-5018.58:0;5018.58-5138.07:0;5138.07-5257.56:0;5257.56-5377.05:0;5377.05-5496.54:0;5496.54-5616.03:0;5616.03-5735.52:0;5735.52-5855.01:0;5855.01-5974.5:0;5974.5-6093.99:0;6093.99-6213.48:0;6213.48-6332.97:0;6332.97-6452.46:0;6452.46-6571.95:0;6571.95-6691.44:0;6691.44-6810.93:1;6810.93-6930.42:0;6930.42-7049.91:0;7049.91-7169.4:0;7169.4-7288.89:0;7288.89-7408.38:0;7408.38-7527.87:0;7527.87-7647.36:0;7647.36-7766.85:0;7766.85-7886.34:0;7886.34-8005.83:0;8005.83-8125.32:0;8125.32-8244.81:0;8244.81-8364.3:0;8364.3-8483.79:0;8483.79-8603.28:0;8603.28-8722.77:1;8722.77-8842.26:1;8842.26-8961.75:0;8961.75-9081.24:0;9081.24-9200.73:0;9200.73-9320.22:0;9320.22-9439.71:0;9439.71-9559.2:0;9559.2-9678.69:0;9678.69-9798.18:0;9798.18-9917.67:0;9917.67-10037.16:0;10037.16-10156.65:0;10156.65-10276.14:0;10276.14-10395.63:0;10395.63-10515.12:0;10515.12-10634.61:0;10634.61-10754.1:0;10754.1-10873.59:0;10873.59-10993.08:0;10993.08-11112.57:0;11112.57-11232.06:0;11232.06-11351.55:0;11351.55-11471.04:0;11471.04-11590.53:0;11590.53-11710.02:0;11710.02-11829.51:0;11829.51-11949:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Lithuania	3793.0800268997982	1487	8352	10785	0-269.69:22;269.69-539.38:23;539.38-809.07:11;809.07-1078.76:36;1078.76-1348.45:148;1348.45-1618.14:106;1618.14-1887.83:124;1887.83-2157.52:109;2157.52-2427.21:90;2427.21-2696.9:95;2696.9-2966.59:59;2966.59-3236.28:77;3236.28-3505.97:69;3505.97-3775.66:65;3775.66-4045.35:59;4045.35-4315.04:44;4315.04-4584.73:30;4584.73-4854.42:26;4854.42-5124.11:22;5124.11-5393.8:24;5393.8-5663.49:15;5663.49-5933.18:10;5933.18-6202.87:7;6202.87-6472.56:14;6472.56-6742.25:11;6742.25-7011.94:14;7011.94-7281.63:6;7281.63-7551.32:7;7551.32-7821.01:6;7821.01-8090.7:6;8090.7-8360.39:9;8360.39-8630.08:5;8630.08-8899.77:9;8899.77-9169.46:12;9169.46-9439.15:10;9439.15-9708.84:6;9708.84-9978.53:7;9978.53-10248.22:8;10248.22-10517.91:6;10517.91-10787.6:10;10787.6-11057.29:7;11057.29-11326.98:4;11326.98-11596.67:6;11596.67-11866.36:4;11866.36-12136.05:5;12136.05-12405.74:3;12405.74-12675.43:1;12675.43-12945.12:1;12945.12-13214.81:2;13214.81-13484.5:1;13484.5-13754.19:0;13754.19-14023.88:3;14023.88-14293.57:1;14293.57-14563.26:2;14563.26-14832.95:0;14832.95-15102.64:2;15102.64-15372.33:1;15372.33-15642.02:0;15642.02-15911.71:2;15911.71-16181.4:0;16181.4-16451.09:2;16451.09-16720.78:0;16720.78-16990.47:0;16990.47-17260.16:1;17260.16-17529.85:0;17529.85-17799.54:2;17799.54-18069.23:1;18069.23-18338.92:1;18338.92-18608.61:1;18608.61-18878.3:0;18878.3-19147.99:1;19147.99-19417.68:0;19417.68-19687.37:0;19687.37-19957.06:0;19957.06-20226.75:0;20226.75-20496.44:1;20496.44-20766.13:0;20766.13-21035.82:1;21035.82-21305.51:1;21305.51-21575.2:0;21575.2-21844.89:1;21844.89-22114.58:0;22114.58-22384.27:1;22384.27-22653.96:1;22653.96-22923.65:0;22923.65-23193.34:0;23193.34-23463.03:2;23463.03-23732.72:0;23732.72-24002.41:1;24002.41-24272.1:0;24272.1-24541.79:1;24541.79-24811.48:1;24811.48-25081.17:0;25081.17-25350.86:2;25350.86-25620.55:0;25620.55-25890.24:0;25890.24-26159.93:0;26159.93-26429.62:0;26429.62-26699.31:2;26699.31-26969:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Luxembourg	2664.7440758293837	422	4552	7410	0-270.59:22;270.59-541.18:10;541.18-811.77:15;811.77-1082.36:68;1082.36-1352.95:46;1352.95-1623.54:46;1623.54-1894.13:27;1894.13-2164.72:31;2164.72-2435.31:26;2435.31-2705.9:24;2705.9-2976.49:13;2976.49-3247.08:14;3247.08-3517.67:11;3517.67-3788.26:10;3788.26-4058.85:6;4058.85-4329.44:8;4329.44-4600.03:6;4600.03-4870.62:4;4870.62-5141.21:4;5141.21-5411.8:0;5411.8-5682.39:2;5682.39-5952.98:1;5952.98-6223.57:3;6223.57-6494.16:1;6494.16-6764.75:0;6764.75-7035.34:2;7035.34-7305.93:2;7305.93-7576.52:0;7576.52-7847.11:0;7847.11-8117.7:1;8117.7-8388.29:0;8388.29-8658.88:2;8658.88-8929.47:1;8929.47-9200.06:0;9200.06-9470.65:0;9470.65-9741.24:1;9741.24-10011.83:0;10011.83-10282.42:1;10282.42-10553.01:1;10553.01-10823.6:0;10823.6-11094.19:1;11094.19-11364.78:0;11364.78-11635.37:0;11635.37-11905.96:1;11905.96-12176.55:2;12176.55-12447.14:0;12447.14-12717.73:0;12717.73-12988.32:0;12988.32-13258.91:0;13258.91-13529.5:0;13529.5-13800.09:0;13800.09-14070.68:0;14070.68-14341.27:1;14341.27-14611.86:0;14611.86-14882.45:0;14882.45-15153.04:0;15153.04-15423.63:1;15423.63-15694.22:1;15694.22-15964.81:0;15964.81-16235.4:0;16235.4-16505.99:0;16505.99-16776.58:0;16776.58-17047.17:0;17047.17-17317.76:0;17317.76-17588.35:1;17588.35-17858.94:1;17858.94-18129.53:1;18129.53-18400.12:0;18400.12-18670.71:0;18670.71-18941.3:0;18941.3-19211.89:0;19211.89-19482.48:0;19482.48-19753.07:0;19753.07-20023.66:0;20023.66-20294.25:0;20294.25-20564.84:0;20564.84-20835.43:0;20835.43-21106.02:0;21106.02-21376.61:0;21376.61-21647.2:0;21647.2-21917.79:0;21917.79-22188.38:0;22188.38-22458.97:0;22458.97-22729.56:0;22729.56-23000.15:0;23000.15-23270.74:0;23270.74-23541.33:0;23541.33-23811.92:0;23811.92-24082.51:0;24082.51-24353.1:0;24353.1-24623.69:0;24623.69-24894.28:0;24894.28-25164.87:0;25164.87-25435.46:1;25435.46-25706.05:1;25706.05-25976.64:0;25976.64-26247.23:0;26247.23-26517.82:0;26517.82-26788.41:0;26788.41-27059:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Macao	3433.3131313131312	99	7278	12668	0-250.36:13;250.36-500.72:3;500.72-751.08:3;751.08-1001.44:13;1001.44-1251.8:9;1251.8-1502.16:6;1502.16-1752.52:3;1752.52-2002.88:2;2002.88-2253.24:4;2253.24-2503.6:3;2503.6-2753.96:5;2753.96-3004.32:2;3004.32-3254.68:1;3254.68-3505.04:1;3505.04-3755.4:5;3755.4-4005.76:4;4005.76-4256.12:2;4256.12-4506.48:1;4506.48-4756.84:1;4756.84-5007.2:2;5007.2-5257.56:0;5257.56-5507.92:0;5507.92-5758.28:1;5758.28-6008.64:5;6008.64-6259:0;6259-6509.36:0;6509.36-6759.72:0;6759.72-7010.08:0;7010.08-7260.44:2;7260.44-7510.8:0;7510.8-7761.16:0;7761.16-8011.52:2;8011.52-8261.88:0;8261.88-8512.24:1;8512.24-8762.6:0;8762.6-9012.96:0;9012.96-9263.32:0;9263.32-9513.68:0;9513.68-9764.04:0;9764.04-10014.4:0;10014.4-10264.76:0;10264.76-10515.12:0;10515.12-10765.48:0;10765.48-11015.84:0;11015.84-11266.2:0;11266.2-11516.56:0;11516.56-11766.92:0;11766.92-12017.28:0;12017.28-12267.64:0;12267.64-12518:1;12518-12768.36:0;12768.36-13018.72:0;13018.72-13269.08:0;13269.08-13519.44:0;13519.44-13769.8:0;13769.8-14020.16:0;14020.16-14270.52:0;14270.52-14520.88:1;14520.88-14771.24:0;14771.24-15021.6:0;15021.6-15271.96:0;15271.96-15522.32:0;15522.32-15772.68:0;15772.68-16023.04:0;16023.04-16273.4:0;16273.4-16523.76:0;16523.76-16774.12:0;16774.12-17024.48:0;17024.48-17274.84:0;17274.84-17525.2:0;17525.2-17775.56:0;17775.56-18025.92:0;18025.92-18276.28:0;18276.28-18526.64:0;18526.64-18777:0;18777-19027.36:0;19027.36-19277.72:0;19277.72-19528.08:0;19528.08-19778.44:0;19778.44-20028.8:0;20028.8-20279.16:1;20279.16-20529.52:0;20529.52-20779.88:0;20779.88-21030.24:0;21030.24-21280.6:0;21280.6-21530.96:0;21530.96-21781.32:0;21781.32-22031.68:0;22031.68-22282.04:0;22282.04-22532.4:0;22532.4-22782.76:0;22782.76-23033.12:0;23033.12-23283.48:0;23283.48-23533.84:0;23533.84-23784.2:0;23784.2-24034.56:0;24034.56-24284.92:0;24284.92-24535.28:0;24535.28-24785.64:0;24785.64-25036:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Macedonia, the former Yugoslav Republic of	3773.9649871904357	1171	6681	9305	0-295.36:10;295.36-590.72:7;590.72-886.08:5;886.08-1181.44:51;1181.44-1476.8:107;1476.8-1772.16:91;1772.16-2067.52:76;2067.52-2362.88:89;2362.88-2658.24:76;2658.24-2953.6:74;2953.6-3248.96:55;3248.96-3544.32:70;3544.32-3839.68:65;3839.68-4135.04:55;4135.04-4430.4:54;4430.4-4725.76:40;4725.76-5021.12:45;5021.12-5316.48:28;5316.48-5611.84:21;5611.84-5907.2:13;5907.2-6202.56:13;6202.56-6497.92:5;6497.92-6793.28:9;6793.28-7088.64:11;7088.64-7384:7;7384-7679.36:11;7679.36-7974.72:2;7974.72-8270.08:7;8270.08-8565.44:5;8565.44-8860.8:3;8860.8-9156.16:6;9156.16-9451.52:6;9451.52-9746.88:1;9746.88-10042.24:4;10042.24-10337.6:6;10337.6-10632.96:3;10632.96-10928.32:6;10928.32-11223.68:1;11223.68-11519.04:2;11519.04-11814.4:2;11814.4-12109.76:1;12109.76-12405.12:1;12405.12-12700.48:0;12700.48-12995.84:4;12995.84-13291.2:1;13291.2-13586.56:0;13586.56-13881.92:0;13881.92-14177.28:0;14177.28-14472.64:0;14472.64-14768:2;14768-15063.36:1;15063.36-15358.72:0;15358.72-15654.08:1;15654.08-15949.44:2;15949.44-16244.8:1;16244.8-16540.16:1;16540.16-16835.52:0;16835.52-17130.88:1;17130.88-17426.24:1;17426.24-17721.6:2;17721.6-18016.96:0;18016.96-18312.32:0;18312.32-18607.68:0;18607.68-18903.04:1;18903.04-19198.4:1;19198.4-19493.76:0;19493.76-19789.12:0;19789.12-20084.48:0;20084.48-20379.84:0;20379.84-20675.2:1;20675.2-20970.56:0;20970.56-21265.92:0;21265.92-21561.28:0;21561.28-21856.64:0;21856.64-22152:0;22152-22447.36:0;22447.36-22742.72:0;22742.72-23038.08:0;23038.08-23333.44:0;23333.44-23628.8:0;23628.8-23924.16:1;23924.16-24219.52:0;24219.52-24514.88:0;24514.88-24810.24:2;24810.24-25105.6:0;25105.6-25400.96:0;25400.96-25696.32:1;25696.32-25991.68:1;25991.68-26287.04:0;26287.04-26582.4:0;26582.4-26877.76:1;26877.76-27173.12:0;27173.12-27468.48:0;27468.48-27763.84:0;27763.84-28059.2:0;28059.2-28354.56:0;28354.56-28649.92:0;28649.92-28945.28:0;28945.28-29240.64:0;29240.64-29536:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Madagascar	7429.8292682926831	82	14756	17563	0-237:2;237-474:0;474-711:0;711-948:0;948-1185:6;1185-1422:7;1422-1659:2;1659-1896:3;1896-2133:0;2133-2370:3;2370-2607:2;2607-2844:2;2844-3081:2;3081-3318:1;3318-3555:4;3555-3792:3;3792-4029:2;4029-4266:3;4266-4503:1;4503-4740:1;4740-4977:1;4977-5214:0;5214-5451:0;5451-5688:1;5688-5925:2;5925-6162:1;6162-6399:2;6399-6636:0;6636-6873:1;6873-7110:1;7110-7347:1;7347-7584:0;7584-7821:0;7821-8058:3;8058-8295:0;8295-8532:0;8532-8769:0;8769-9006:0;9006-9243:1;9243-9480:0;9480-9717:1;9717-9954:1;9954-10191:1;10191-10428:0;10428-10665:2;10665-10902:1;10902-11139:0;11139-11376:4;11376-11613:0;11613-11850:0;11850-12087:1;12087-12324:0;12324-12561:1;12561-12798:0;12798-13035:1;13035-13272:1;13272-13509:1;13509-13746:0;13746-13983:1;13983-14220:0;14220-14457:0;14457-14694:0;14694-14931:0;14931-15168:1;15168-15405:1;15405-15642:0;15642-15879:0;15879-16116:1;16116-16353:0;16353-16590:0;16590-16827:2;16827-17064:0;17064-17301:0;17301-17538:0;17538-17775:0;17775-18012:0;18012-18249:0;18249-18486:0;18486-18723:0;18723-18960:0;18960-19197:0;19197-19434:0;19434-19671:0;19671-19908:0;19908-20145:0;20145-20382:0;20382-20619:0;20619-20856:0;20856-21093:0;21093-21330:0;21330-21567:0;21567-21804:0;21804-22041:0;22041-22278:1;22278-22515:0;22515-22752:0;22752-22989:0;22989-23226:0;23226-23463:1;23463-23700:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Malawi	9555.275	80	20555	24382	0-283.07:2;283.07-566.14:0;566.14-849.21:1;849.21-1132.28:0;1132.28-1415.35:0;1415.35-1698.42:1;1698.42-1981.49:8;1981.49-2264.56:2;2264.56-2547.63:1;2547.63-2830.7:0;2830.7-3113.77:1;3113.77-3396.84:1;3396.84-3679.91:2;3679.91-3962.98:4;3962.98-4246.05:3;4246.05-4529.12:2;4529.12-4812.19:0;4812.19-5095.26:1;5095.26-5378.33:3;5378.33-5661.4:3;5661.4-5944.47:2;5944.47-6227.54:2;6227.54-6510.61:3;6510.61-6793.68:0;6793.68-7076.75:0;7076.75-7359.82:1;7359.82-7642.89:1;7642.89-7925.96:0;7925.96-8209.03:2;8209.03-8492.1:0;8492.1-8775.17:1;8775.17-9058.24:1;9058.24-9341.31:1;9341.31-9624.38:1;9624.38-9907.45:0;9907.45-10190.52:0;10190.52-10473.59:1;10473.59-10756.66:1;10756.66-11039.73:0;11039.73-11322.8:2;11322.8-11605.87:1;11605.87-11888.94:0;11888.94-12172.01:0;12172.01-12455.08:1;12455.08-12738.15:1;12738.15-13021.22:2;13021.22-13304.29:2;13304.29-13587.36:0;13587.36-13870.43:2;13870.43-14153.5:0;14153.5-14436.57:1;14436.57-14719.64:1;14719.64-15002.71:0;15002.71-15285.78:0;15285.78-15568.85:1;15568.85-15851.92:0;15851.92-16134.99:1;16134.99-16418.06:0;16418.06-16701.13:0;16701.13-16984.2:0;16984.2-17267.27:2;17267.27-17550.34:1;17550.34-17833.41:0;17833.41-18116.48:0;18116.48-18399.55:0;18399.55-18682.62:0;18682.62-18965.69:1;18965.69-19248.76:0;19248.76-19531.83:1;19531.83-19814.9:0;19814.9-20097.97:1;20097.97-20381.04:0;20381.04-20664.11:0;20664.11-20947.18:0;20947.18-21230.25:1;21230.25-21513.32:1;21513.32-21796.39:0;21796.39-22079.46:0;22079.46-22362.53:0;22362.53-22645.6:0;22645.6-22928.67:1;22928.67-23211.74:0;23211.74-23494.81:0;23494.81-23777.88:0;23777.88-24060.95:1;24060.95-24344.02:0;24344.02-24627.09:0;24627.09-24910.16:0;24910.16-25193.23:1;25193.23-25476.3:0;25476.3-25759.37:0;25759.37-26042.44:0;26042.44-26325.51:0;26325.51-26608.58:0;26608.58-26891.65:0;26891.65-27174.72:0;27174.72-27457.79:0;27457.79-27740.86:0;27740.86-28023.93:0;28023.93-28307:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Malaysia	4993.232	250	11985	14905	0-276.98:12;276.98-553.96:7;553.96-830.94:5;830.94-1107.92:4;1107.92-1384.9:19;1384.9-1661.88:20;1661.88-1938.86:17;1938.86-2215.84:12;2215.84-2492.82:10;2492.82-2769.8:10;2769.8-3046.78:10;3046.78-3323.76:6;3323.76-3600.74:3;3600.74-3877.72:10;3877.72-4154.7:8;4154.7-4431.68:8;4431.68-4708.66:3;4708.66-4985.64:7;4985.64-5262.62:4;5262.62-5539.6:1;5539.6-5816.58:3;5816.58-6093.56:5;6093.56-6370.54:3;6370.54-6647.52:5;6647.52-6924.5:2;6924.5-7201.48:3;7201.48-7478.46:2;7478.46-7755.44:4;7755.44-8032.42:3;8032.42-8309.4:2;8309.4-8586.38:3;8586.38-8863.36:3;8863.36-9140.34:2;9140.34-9417.32:0;9417.32-9694.3:0;9694.3-9971.28:0;9971.28-10248.26:2;10248.26-10525.24:0;10525.24-10802.22:1;10802.22-11079.2:0;11079.2-11356.18:4;11356.18-11633.16:2;11633.16-11910.14:1;11910.14-12187.12:5;12187.12-12464.1:1;12464.1-12741.08:1;12741.08-13018.06:0;13018.06-13295.04:1;13295.04-13572.02:0;13572.02-13849:0;13849-14125.98:1;14125.98-14402.96:1;14402.96-14679.94:1;14679.94-14956.92:1;14956.92-15233.9:1;15233.9-15510.88:1;15510.88-15787.86:0;15787.86-16064.84:0;16064.84-16341.82:1;16341.82-16618.8:1;16618.8-16895.78:0;16895.78-17172.76:0;17172.76-17449.74:0;17449.74-17726.72:1;17726.72-18003.7:0;18003.7-18280.68:0;18280.68-18557.66:0;18557.66-18834.64:0;18834.64-19111.62:0;19111.62-19388.6:0;19388.6-19665.58:0;19665.58-19942.56:0;19942.56-20219.54:0;20219.54-20496.52:0;20496.52-20773.5:0;20773.5-21050.48:0;21050.48-21327.46:2;21327.46-21604.44:0;21604.44-21881.42:0;21881.42-22158.4:0;22158.4-22435.38:0;22435.38-22712.36:0;22712.36-22989.34:0;22989.34-23266.32:1;23266.32-23543.3:0;23543.3-23820.28:0;23820.28-24097.26:0;24097.26-24374.24:0;24374.24-24651.22:0;24651.22-24928.2:0;24928.2-25205.18:2;25205.18-25482.16:0;25482.16-25759.14:0;25759.14-26036.12:1;26036.12-26313.1:0;26313.1-26590.08:0;26590.08-26867.06:0;26867.06-27144.04:0;27144.04-27421.02:0;27421.02-27698:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Maldives	3573.2596153846152	104	8554	9939	0-168.67:2;168.67-337.34:4;337.34-506.01:4;506.01-674.68:2;674.68-843.35:2;843.35-1012.02:0;1012.02-1180.69:3;1180.69-1349.36:4;1349.36-1518.03:10;1518.03-1686.7:7;1686.7-1855.37:3;1855.37-2024.04:1;2024.04-2192.71:0;2192.71-2361.38:4;2361.38-2530.05:3;2530.05-2698.72:5;2698.72-2867.39:5;2867.39-3036.06:3;3036.06-3204.73:1;3204.73-3373.4:5;3373.4-3542.07:2;3542.07-3710.74:1;3710.74-3879.41:2;3879.41-4048.08:0;4048.08-4216.75:3;4216.75-4385.42:2;4385.42-4554.09:2;4554.09-4722.76:1;4722.76-4891.43:1;4891.43-5060.1:1;5060.1-5228.77:0;5228.77-5397.44:0;5397.44-5566.11:1;5566.11-5734.78:2;5734.78-5903.45:1;5903.45-6072.12:0;6072.12-6240.79:2;6240.79-6409.46:0;6409.46-6578.13:0;6578.13-6746.8:0;6746.8-6915.47:1;6915.47-7084.14:1;7084.14-7252.81:0;7252.81-7421.48:0;7421.48-7590.15:2;7590.15-7758.82:0;7758.82-7927.49:0;7927.49-8096.16:0;8096.16-8264.83:0;8264.83-8433.5:1;8433.5-8602.17:2;8602.17-8770.84:1;8770.84-8939.51:0;8939.51-9108.18:0;9108.18-9276.85:0;9276.85-9445.52:0;9445.52-9614.19:0;9614.19-9782.86:1;9782.86-9951.53:2;9951.53-10120.2:0;10120.2-10288.87:0;10288.87-10457.54:0;10457.54-10626.21:0;10626.21-10794.88:0;10794.88-10963.55:1;10963.55-11132.22:1;11132.22-11300.89:0;11300.89-11469.56:0;11469.56-11638.23:0;11638.23-11806.9:1;11806.9-11975.57:0;11975.57-12144.24:0;12144.24-12312.91:0;12312.91-12481.58:0;12481.58-12650.25:0;12650.25-12818.92:0;12818.92-12987.59:0;12987.59-13156.26:0;13156.26-13324.93:0;13324.93-13493.6:0;13493.6-13662.27:0;13662.27-13830.94:0;13830.94-13999.61:0;13999.61-14168.28:0;14168.28-14336.95:0;14336.95-14505.62:0;14505.62-14674.29:0;14674.29-14842.96:0;14842.96-15011.63:0;15011.63-15180.3:0;15180.3-15348.97:0;15348.97-15517.64:0;15517.64-15686.31:0;15686.31-15854.98:0;15854.98-16023.65:0;16023.65-16192.32:0;16192.32-16360.99:0;16360.99-16529.66:0;16529.66-16698.33:0;16698.33-16867:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Mali	9875.7948717948711	39	23660	26234	0-292.94:1;292.94-585.88:0;585.88-878.82:0;878.82-1171.76:0;1171.76-1464.7:1;1464.7-1757.64:1;1757.64-2050.58:2;2050.58-2343.52:0;2343.52-2636.46:2;2636.46-2929.4:0;2929.4-3222.34:1;3222.34-3515.28:1;3515.28-3808.22:1;3808.22-4101.16:2;4101.16-4394.1:0;4394.1-4687.04:1;4687.04-4979.98:0;4979.98-5272.92:0;5272.92-5565.86:3;5565.86-5858.8:0;5858.8-6151.74:1;6151.74-6444.68:1;6444.68-6737.62:0;6737.62-7030.56:0;7030.56-7323.5:0;7323.5-7616.44:0;7616.44-7909.38:0;7909.38-8202.32:1;8202.32-8495.26:2;8495.26-8788.2:1;8788.2-9081.14:1;9081.14-9374.08:0;9374.08-9667.02:0;9667.02-9959.96:2;9959.96-10252.9:2;10252.9-10545.84:0;10545.84-10838.78:0;10838.78-11131.72:0;11131.72-11424.66:1;11424.66-11717.6:1;11717.6-12010.54:0;12010.54-12303.48:0;12303.48-12596.42:1;12596.42-12889.36:1;12889.36-13182.3:1;13182.3-13475.24:0;13475.24-13768.18:0;13768.18-14061.12:1;14061.12-14354.06:0;14354.06-14647:0;14647-14939.94:0;14939.94-15232.88:0;15232.88-15525.82:0;15525.82-15818.76:0;15818.76-16111.7:0;16111.7-16404.64:1;16404.64-16697.58:0;16697.58-16990.52:0;16990.52-17283.46:0;17283.46-17576.4:0;17576.4-17869.34:0;17869.34-18162.28:0;18162.28-18455.22:0;18455.22-18748.16:0;18748.16-19041.1:0;19041.1-19334.04:0;19334.04-19626.98:0;19626.98-19919.92:0;19919.92-20212.86:0;20212.86-20505.8:0;20505.8-20798.74:0;20798.74-21091.68:0;21091.68-21384.62:0;21384.62-21677.56:0;21677.56-21970.5:0;21970.5-22263.44:0;22263.44-22556.38:0;22556.38-22849.32:0;22849.32-23142.26:2;23142.26-23435.2:1;23435.2-23728.14:0;23728.14-24021.08:0;24021.08-24314.02:0;24314.02-24606.96:0;24606.96-24899.9:0;24899.9-25192.84:0;25192.84-25485.78:0;25485.78-25778.72:1;25778.72-26071.66:0;26071.66-26364.6:0;26364.6-26657.54:0;26657.54-26950.48:0;26950.48-27243.42:0;27243.42-27536.36:0;27536.36-27829.3:0;27829.3-28122.24:0;28122.24-28415.18:0;28415.18-28708.12:0;28708.12-29001.06:0;29001.06-29294:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Malta	3512.0441640378549	317	6483	10654	0-295.91:8;295.91-591.82:10;591.82-887.73:10;887.73-1183.64:28;1183.64-1479.55:32;1479.55-1775.46:26;1775.46-2071.37:18;2071.37-2367.28:26;2367.28-2663.19:16;2663.19-2959.1:19;2959.1-3255.01:15;3255.01-3550.92:13;3550.92-3846.83:12;3846.83-4142.74:11;4142.74-4438.65:9;4438.65-4734.56:7;4734.56-5030.47:7;5030.47-5326.38:3;5326.38-5622.29:6;5622.29-5918.2:6;5918.2-6214.11:1;6214.11-6510.02:3;6510.02-6805.93:2;6805.93-7101.84:0;7101.84-7397.75:2;7397.75-7693.66:1;7693.66-7989.57:4;7989.57-8285.48:2;8285.48-8581.39:0;8581.39-8877.3:2;8877.3-9173.21:1;9173.21-9469.12:0;9469.12-9765.03:1;9765.03-10060.94:0;10060.94-10356.85:0;10356.85-10652.76:2;10652.76-10948.67:0;10948.67-11244.58:1;11244.58-11540.49:3;11540.49-11836.4:1;11836.4-12132.31:0;12132.31-12428.22:0;12428.22-12724.13:0;12724.13-13020.04:1;13020.04-13315.95:0;13315.95-13611.86:0;13611.86-13907.77:0;13907.77-14203.68:0;14203.68-14499.59:0;14499.59-14795.5:0;14795.5-15091.41:1;15091.41-15387.32:0;15387.32-15683.23:0;15683.23-15979.14:1;15979.14-16275.05:0;16275.05-16570.96:0;16570.96-16866.87:0;16866.87-17162.78:0;17162.78-17458.69:0;17458.69-17754.6:1;17754.6-18050.51:0;18050.51-18346.42:0;18346.42-18642.33:1;18642.33-18938.24:1;18938.24-19234.15:0;19234.15-19530.06:0;19530.06-19825.97:0;19825.97-20121.88:0;20121.88-20417.79:0;20417.79-20713.7:0;20713.7-21009.61:0;21009.61-21305.52:0;21305.52-21601.43:0;21601.43-21897.34:0;21897.34-22193.25:0;22193.25-22489.16:0;22489.16-22785.07:0;22785.07-23080.98:0;23080.98-23376.89:0;23376.89-23672.8:0;23672.8-23968.71:0;23968.71-24264.62:0;24264.62-24560.53:0;24560.53-24856.44:0;24856.44-25152.35:0;25152.35-25448.26:1;25448.26-25744.17:1;25744.17-26040.08:0;26040.08-26335.99:0;26335.99-26631.9:0;26631.9-26927.81:0;26927.81-27223.72:0;27223.72-27519.63:0;27519.63-27815.54:0;27815.54-28111.45:0;28111.45-28407.36:0;28407.36-28703.27:0;28703.27-28999.18:0;28999.18-29295.09:0;29295.09-29591:1
